1502;remover;saúde pública, nome divergente
1508;remover;nome divergente, saúde
1516;manter;UFFS bate com Alto Uruguai gaúcho
1521;remover;hospital Portugal, nome divergente
1526;remover;etnomatemática, nome divergente
1529;remover;pedagogia, nome divergente (Silva≠Conceição)
1535;manter;obra história urbana portuária Rio confirma
1539;manter;historiografia da arte confirma
1540;manter;UFRGS/UFSM, geografia sul compatível
1544;manter;nome distintivo bate, professora UFSJ
1557;manter;obra sobre restauro Viollet-le-Duc confirma
1565;remover;medicina, nome divergente
1571;remover;antropologia da religião, nome divergente
1613;remover;engenharia de polímeros, nome divergente (Ferro)
1624;dificil;educação inclusiva plausível para tema pedagógico, nome parcial
1632;manter;nome exato distintivo, professora UPF
1634;manter;historiador UCS, patrimônio Serra Gaúcha compatível
1641;manter;nome exato, pesquisador de edifícios de apartamentos
1646;remover;dermatologia veterinária, sem vínculo com arquitetura
1650;remover;engenharia de materiais, nome do meio diverge
1651;manter;doutor pela UPC, obra sobre torres em NY
1657;manter;historiadora Fiocruz, acervos de Manguinhos coerentes
1674;manter;professor UFSC, afiliação dos anais bate
1678;manter;engenheiro em Santos, geografia e função batem
1685;manter;sobrenome raro, geografia serrana compatível
1691;manter;obras de paisagem cultural e conservação, Mendoza
1698;remover;nutricionista, campo totalmente distante
1701;remover;nome do meio diverge, educação quilombola
1709;dificil;historiadora UFRGS da ditadura; homônima possível
1711;remover;geógrafa UECE, nomes muito diferentes
1715;manter;sobrenome distintivo, perfil magro inverificável
1766;manter;UNL plausível para autora argentina, perfil magro
1784;remover;antropólogo USP, nome do meio diverge
1803;remover;educação/matemática ES, campo distante
1830;manter;professor UFAM, Brutalismo Amazônico coerente
1841;manter;historiador de arquitetura uruguaio, obras batem
1847;remover;universidade peruana, autora é uruguaia, homônima
1851;manter;mestranda Unesp, tema paulista coerente
1856;manter;nome exato, UnB bate com o tema
1863;remover;reabilitação pulmonar, homônima
1873;remover;enfermeira portuguesa, nome diverge (Graça)
1883;remover;cirurgia em Cleveland, nome diverge
1885;manter;USP, perfil magro, nome bate
1895;remover;cirurgia cardíaca na Itália
1902;remover;fisioterapia em Ottawa, campo distante
1905;remover;nome do meio diverge, saúde
1908;manter;Câmara dos Deputados, especialista em concursos
1920;manter;obra sobre Luiz Nunes confirma identidade
1936;remover;nome do meio diverge (Peres vs Oliveira Braga)
1939;remover;consultório médico em Portugal
1949;remover;enfermagem/epidemiologia, campo distante
1964;manter;obra e afiliação batem (Unisinos/UFRGS)
1972;remover;nomes do meio divergem, filosofia/educação
1997;remover;investigação agrária em Moçambique
2000;manter;docente de dança UFPB, artigo é sobre dança
2008;remover;trabajo social nas Baleares, nome diverge
2030;remover;geógrafo ES; arquiteto de Maringá é outro
2040;remover;recensões de história religiosa em Portugal
2055;manter;professor em Recife, plausível, sem contraevidência
2081;remover;odontologia, nome do meio diverge
2086;manter;historiadora cultural, salvaguarda de acervo coerente
2089;manter;instituição bate (PUC-Rio), engenheira civil
2105;manter;UnB bate com tema de Brasília
2136;dificil;enfermagem, mas o paper é patrimônio da saúde
2138;manter;UFPE, obra de patrimônio urbano paraibano
2150;remover;literatura hispânica, campo distante
2155;remover;nomes muito diferentes, atendente de creche
2159;dificil;doutoranda UERJ plausível, nome do meio diverge
2160;remover;nome diverge, ensino de matemática
2163;manter;engenheira civil em Curitiba, restauro coerente
2171;remover;ensino de matemática, nome diverge
2184;remover;administração/psicologia RS, nome reordenado
2194;manter;professor UFBA conhecido da área
2195;manter;obra sobre Pampulha bate com tema
2203;dificil;perfil vazio, nome do meio diverge
2233;remover;letras/literatura, nome do meio diverge
2236;manter;Mackenzie e Romano Guerra, crítico conhecido
2239;remover;nome diverge (Nascimento), IFMA
2245;manter;mestrando UFRJ, tema carioca coerente
2247;remover;radiologia musculoesquelética, campo distante
2253;remover;lógica/ciência de dados, campo distante
2257;dificil;engenheiro mecânico UFCG, coautoria em tectônica plausível
2258;manter;UFCG bate com afiliação dos anais
2261;manter;nome bate, perfil magro FGV
2267;remover;software/administração, campo distante
2269;manter;obra de conservação de ladrilhos, Belém bate
2276;manter;coordenação na Positivo, plausível
2299;remover;geografia UFSM, homônima comum
2303;remover;nome do meio diverge, licitações públicas
2306;remover;Libras/linguística, apesar da UFPR
2317;dificil;obra de xilogravura/artes, homônima possível
2325;manter;doutoranda UFPA, nome estendido compatível
2340;remover;ensino de química/física, campo distante
2347;manter;obra sobre Forma Aberta/PREVI confirma
2349;remover;fonoaudióloga na Colômbia
2354;manter;professor UFPA, afiliação bate
2355;manter;grafia distintiva Vithoria, UFPA bate
2356;remover;advogado em Sergipe, nome do meio diverge
2363;remover;estudante FAMETRO; autora é professora UFPA
2369;remover;médica em Portugal
2371;remover;nome diverge, saúde no Tocantins
2375;remover;biologia em Goiás, campo distante
2390;remover;administração UFU, homônima
2398;manter;Ogawa distintivo, perfil magro inverificável
2401;manter;obra sobre Pilar confirma identidade
2412;dificil;design/infografia no Canadá; possível homônimo
2424;remover;matemático UFPR, nome do meio diverge
2427;manter;mestranda UFG, Goiânia bate
2437;remover;história do autismo, campo distante
2440;remover;epidemiologia de Chagas
2447;dificil;saúde do Cariri, mesma região, possível homônima
2454;manter;graduação Mackenzie, escola de arquitetura
2463;manter;professora UFRR, nome distintivo, tema plausível
2471;manter;Monick distintivo, UFC/Cariri coerente
2477;manter;professor UFPA, plausível
2484;manter;UDESC, nome exato, tema catarinense
2506;remover;nome do meio diverge, sociologia/RI
2514;manter;UFRPE plausível, nome estendido compatível
2519;remover;genômica do câncer, homônima chilena
2538;manter;perfil magro UFPA, nome e geografia compatíveis
2542;manter;estudante UFRR, tema Severiano Porto em Roraima bate
2544;remover;enfermeira oncológica GO, sobrenomes intermediários divergem
2545;remover;bibliotecária UFG, sobrenomes divergem (Antonino Alves vs Alves Costa)
2546;remover;professora geografia escolar SP, sobrenomes divergem (Dantas vs Kissi)
2574;remover;middle names divergem (Henrique Brandão vs Carlos Coelho), homônimo
2578;manter;estudante UFCG, artigo sobre Campina Grande — instituição bate
2587;manter;UFAM no perfil, artigo sobre campus UFAM
2596;manter;eng. estruturas UFMG, obras patologias de edifícios — adjacente perfeito
2608;manter;nome exato UFMG, professora conhecida da EA-UFMG
2610;remover;saúde no Acre (Oropouche), sobrenomes divergem
2617;remover;zootecnista UNESP bem-estar animal, Silva vs Paranhos
2624;remover;agrônomo irrigação UFV, homônimo de nome comum
2627;manter;nome raro idêntico, UFCG, Residência Cavalcanti em CG
2639;manter;estudante, nome compatível, sem evidência contrária
2643;manter;bacharel UFCG, artigo Clube Campinense — bate
2653;remover;fisiologia veterinária no Caribe, incompatível com FAU-UFRJ
2665;remover;UERJ ensino de ciências/física, não é a Maria Porto FAU-UFRJ
2675;manter;chefe museus Castro Maya IBRAM, artigo sobre museus Castro Maya
2686;manter;mestranda UFRJ, artigo FAU-UFRJ — instituição bate
2693;remover;docente educação Tiradentes-SE, Vieira Santos diverge
2698;remover;corregedor/agronegócios UFGD, não é o urbanista da UFJF
2703;remover;Tropia vs Wallace Barros, pessoa diversa
2705;remover;advogado compliance, nome comuníssimo, área incompatível
2710;manter;perfil só emprego administrativo, nome compatível, inverificável
2721;manter;nome raro exato UFRJ, obra sobre patologia de edifícios ecléticos
2737;manter;professor UFRN, artigo PPGAU-UFRN — bate
2754;remover;nome diverge (Etianne vs Eliane), obra educação
2761;manter;perfil vazio, nome bate, Burnett é professor UEMA conhecido
2762;remover;psicóloga hospitalar MG, incompatível com UNICAP
2763;remover;oncologista espanhola de próstata, incompatível
2764;remover;onomástica Unioeste-PR, incompatível com UNICAP-PE
2765;remover;biólogo FAMERP, incompatível
2770;manter;docente eng. civil/materiais de construção em Holguín, adjacente plausível
2808;remover;ecólogo global PhD Reading, não é o historiador EA-UFMG
2814;remover;agente administrativa, Zhayra vs Junia divergem
2815;remover;medicina nuclear, sobrenomes divergem
2821;remover;psicóloga escolar Fortaleza, não é a professora FAUeD-UFU
2823;manter;perfil vazio, arquiteto guatemalteco USAC conhecido do Docomomo
2825;remover;químico analítico IFPB, homônimo de nome comum
2827;remover;psicologia/educación Chile, incompatível com USAC
2857;remover;perfil vazio e sobrenomes divergem (Sabóia vs Figueira)
2868;remover;nefrologia EUA, incompatível
2872;manter;obra sobre territorialidade e moradia, compatível
2873;manter;obra sobre fôrmas metálicas de Lelé, artigo sobre escolas de Lelé
2894;remover;obra nutrição infantil, Morais ausente, área diversa
2920;remover;macroecologia populacional, incompatível com Severiano Porto/FAU-USP
2965;remover;Ana Cristina vs Ana Rosa, pessoa diversa
2986;remover;obra teologia bíblica, incompatível
2993;remover;médica veterinária, Petrovich vs Ramos divergem
3008;remover;educação decolonial USP, Primo vs Araújo divergem
3013;remover;medicina/genética, incompatível
3018;remover;fisioterapeuta paliativista PA, sobrenomes divergem
3026;manter;docência SP sem obras, nome compatível, inverificável
3197;remover;imunologia/COVID, incompatível com DARQ-UFRN
3198;remover;direito ULBRA, incompatível com PPGAU-UFPA
3203;remover;filosofia antiga, incompatível
3208;manter;nome completo exato, docência genérica, inverificável
3220;remover;psicóloga BA, incompatível com MDU-UFPE
3242;remover;obras oncologia, incompatível
3243;remover;professora de direito UniCEUB, incompatível
3254;remover;Nathalie vs Julio, obras cinema/filosofia
3271;remover;química analítica AL, Cecília vs Célia
3299;remover;patologia molecular UFMG, incompatível com FAG-PR
3306;remover;antropólogo Gonçalves, não é o Smolarek de Cascavel
3307;manter;professora Unioeste, geografia de Cascavel bate, nome raro
3310;manter;coordenador UniFil Londrina, artigo UniFil — instituição bate
3317;manter;analista CNPq, nome compatível, sem contradição
3319;remover;historiadora da educação FURB, Pêgo vs Moraes
3321;dificil;professor UFRJ com obra barroco/cultura urbana, pode ser o autor UFOP
3350;manter;nome exato UFF, obra sobre flâneuse na urbe moderna
3357;manter;Roberto Conduru, historiador de arte/arquitetura conhecido
3359;remover;obras cardiologia, homônima da professora DA-UFRGS
3431;remover;médica FMRP-USP, não é a autora Docomomo
3466;remover;gestão de aviação FGV/ITA, incompatível com PROURB
3474;manter;mestrando USP, artigo FAUUSP — bate
3478;remover;história das religiões IFRJ/UERJ, autor é UFPR
3547;manter;obras sobre Radić, Eyquem e Sesc Pompéia — arquitetura pura
3557;manter;professora na PB, nome compatível, sem contradição forte
3559;manter;professora UFPB, pesquisadora de difusão da arquitetura moderna
3561;remover;obra tuberculose, Pahor vs Nascimento divergem
3583;dificil;antropóloga com tema afim, Maria vs Morais diverge
3587;remover;Ana Almagro Esteban de Jaén não é Esteban Maluenda da UPM
3594;manter;nome raro exato, obra sobre igreja Anchieta/Pateo do Collegio
3601;remover;coordenador em indústria odontológica, Pianca vs Guedes
3627;remover;professor de computação/IHC UFRGS, autor é FAU-UnB
3648;remover;cientista política (Bolsonaro), Pedreira vs Basso
3671;remover;graduanda nutrição UFPA, autor é DAU-UFV
3721;remover;eng. química Porto (adsorção), incompatível
3722;manter;professora no Instituto Santa Marcelina (artes), tema painéis artísticos
3764;manter;nome exato, formação em Brasília, artigo FAU-UnB
3788;manter;UnB no perfil, artigo FAU-UnB, ORCID já confirmado ontem
3793;remover;obra educação escolar UFF, homônima de nome comum
3810;manter;universitária UEMG, nome completo compatível, sem contradição forte
3824;manter;obra sobre Rodrigo Lefèvre, artigo sobre Arquitetura Nova
3831;remover;research manager em Darmstadt, não é a artista ECA-USP
3832;manter;mestrando USP, artigo FAU-USP — bate
3850;dificil;deep learning, nome exato raro, artigo 2025 sem afiliação clara
3869;manter;Kathrin Rosenfield UFRGS, escreve sobre Viena — interdisciplinar legítima
